tail,arc_type,ferry_origin,ferry_dest,ferry_nm,ferry_hrs,ferry_cost,to_team,to_game_apt,to_game_dt,from_team,from_game_apt,from_game_dt
erj_145_ORD_0,depot_in,LAN,ORD,154.8,0.62,2390.36,,,,Michigan State Spartans,BMG,2026-03-01 20:45:00+00:00
erj_145_ORD_0,depot_in,MSP,ORD,289.9,1.16,4475.84,,,,Minnesota Golden Gophers,BMG,2026-03-04 23:30:00+00:00
erj_145_ORD_0,depot_out,ORD,MHK,434.4,1.74,6706.62,Kansas State Wildcats,LWC,2026-03-07 19:00:00+00:00,,,
erj_145_ORD_0,depot_out,ORD,MSN,94.2,0.38,1454.6,Wisconsin Badgers,LAF,2026-03-07 21:00:00+00:00,,,
erj_145_ORD_0,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,LAF,2026-03-07 21:00:00+00:00
erj_145_ORD_0,depot_in,CID,ORD,170.1,0.68,2626.05,,,,Iowa Hawkeyes,LNK,2026-03-08 21:00:00+00:00
erj_145_ORD_0,trip,MKE,MSP,257.8,1.03,3981.0,Minnesota Golden Gophers,COU,2025-11-13 01:00:00+00:00,Marquette Golden Eagles,MSP,2025-11-12 01:00:00+00:00
erj_145_ORD_0,trip,MSP,DSM,201.8,0.81,3115.75,Drake Bulldogs,CID,2025-11-14 01:30:00+00:00,Minnesota Golden Gophers,COU,2025-11-13 01:00:00+00:00
erj_145_ORD_0,trip,DSM,GRB,300.3,1.2,4635.91,Green Bay Phoenix,MSP,2025-11-16 02:00:00+00:00,Drake Bulldogs,CID,2025-11-14 01:30:00+00:00
erj_145_ORD_0,trip,ARB,SBN,118.9,0.48,1835.39,Notre Dame Fighting Irish,CMH,2025-11-16 17:30:00+00:00,Michigan Wolverines,AFW,2025-11-15 02:00:00+00:00
erj_145_ORD_0,trip,GRB,GRB,0.0,0.0,0.0,Green Bay Phoenix,MSN,2025-11-16 20:00:00+00:00,Green Bay Phoenix,MSP,2025-11-16 02:00:00+00:00
erj_145_ORD_0,trip,SBN,LAF,82.7,0.33,1277.27,Purdue Boilermakers,LEX,2025-11-19 00:00:00+00:00,Notre Dame Fighting Irish,CMH,2025-11-16 17:30:00+00:00
erj_145_ORD_0,trip,LAF,LUK,140.4,0.56,2168.32,Cincinnati Bearcats,MIE,2025-11-20 23:30:00+00:00,Purdue Boilermakers,LEX,2025-11-19 00:00:00+00:00
erj_145_ORD_0,trip,MSP,CID,191.5,0.77,2957.36,Iowa Hawkeyes,MCO,2025-11-21 02:00:00+00:00,Minnesota Golden Gophers,LWC,2025-11-20 00:30:00+00:00
erj_145_ORD_0,trip,MSP,CID,191.5,0.77,2957.36,Iowa Hawkeyes,MCO,2025-11-21 02:00:00+00:00,Minnesota Golden Gophers,LWC,2025-11-20 00:30:00+00:00
erj_145_ORD_0,trip,LUK,DTW,193.0,0.77,2979.96,Detroit Mercy Titans,LAN,2025-11-21 23:30:00+00:00,Cincinnati Bearcats,MIE,2025-11-20 23:30:00+00:00
erj_145_ORD_0,trip,CID,MSN,129.3,0.52,1995.89,Wisconsin Badgers,SLC,2025-11-21 21:00:00+00:00,Iowa Hawkeyes,MCO,2025-11-21 02:00:00+00:00
erj_145_ORD_0,trip,CID,ARB,355.5,1.42,5489.65,Michigan Wolverines,GON,2025-11-22 01:00:00+00:00,Iowa Hawkeyes,MCO,2025-11-21 02:00:00+00:00
erj_145_ORD_0,trip,DTW,DTW,0.0,0.0,0.0,Detroit Mercy Titans,MSN,2025-11-23 20:00:00+00:00,Detroit Mercy Titans,LAN,2025-11-21 23:30:00+00:00
erj_145_ORD_0,trip,DTW,LAN,64.2,0.26,991.06,Michigan State Spartans,RSW,2025-11-25 18:00:00+00:00,Detroit Mercy Titans,MSN,2025-11-23 20:00:00+00:00
erj_145_ORD_0,trip,OMA,OMA,0.0,0.0,0.0,Creighton Bluejays,LAS,2025-11-25 19:00:00+00:00,Creighton Bluejays,LAS,2025-11-24 19:00:00+00:00
erj_145_ORD_0,trip,LAN,LAN,0.0,0.0,0.0,Michigan State Spartans,RSW,2025-11-27 21:30:00+00:00,Michigan State Spartans,RSW,2025-11-25 18:00:00+00:00
erj_145_ORD_0,trip,OMA,CID,191.0,0.76,2949.6,Iowa Hawkeyes,PSP,2025-11-27 02:30:00+00:00,Creighton Bluejays,LAS,2025-11-25 19:00:00+00:00
erj_145_ORD_0,trip,CID,MSP,191.5,0.77,2957.36,Minnesota Golden Gophers,PSP,2025-11-29 02:30:00+00:00,Iowa Hawkeyes,PSP,2025-11-27 02:30:00+00:00
erj_145_ORD_0,trip,LAN,LAN,0.0,0.0,0.0,Michigan State Spartans,NAS,2025-11-28 23:30:00+00:00,Michigan State Spartans,RSW,2025-11-27 21:30:00+00:00
erj_145_ORD_0,trip,MSN,ORD,94.2,0.38,1454.6,Northwestern Wildcats,RSW,2025-11-29 18:30:00+00:00,Wisconsin Badgers,SAN,2025-11-28 22:30:00+00:00
erj_145_ORD_0,trip,LAN,LAN,0.0,0.0,0.0,Michigan State Spartans,NAS,2025-11-30 23:30:00+00:00,Michigan State Spartans,NAS,2025-11-28 23:30:00+00:00
erj_145_ORD_0,trip,LAN,CID,320.7,1.28,4951.02,Iowa Hawkeyes,LAN,2025-12-03 00:00:00+00:00,Michigan State Spartans,NAS,2025-11-30 23:30:00+00:00
erj_145_ORD_0,trip,CID,LWC,235.4,0.94,3634.24,Kansas Jayhawks,ORD,2025-12-04 01:00:00+00:00,Iowa Hawkeyes,LAN,2025-12-03 00:00:00+00:00
erj_145_ORD_0,trip,DSM,COU,175.9,0.7,2715.6,Missouri Tigers,MCI,2025-12-07 18:00:00+00:00,Iowa State Cyclones,LAF,2025-12-06 17:00:00+00:00
erj_145_ORD_0,trip,LNK,LWC,131.1,0.52,2023.81,Kansas Jayhawks,SGF,2025-12-07 20:00:00+00:00,Nebraska Cornhuskers,SCE,2025-12-06 18:00:00+00:00
erj_145_ORD_0,trip,COU,CMI,197.0,0.79,3041.93,Illinois Fighting Illini,CMH,2025-12-10 00:30:00+00:00,Missouri Tigers,MCI,2025-12-07 18:00:00+00:00
erj_145_ORD_0,trip,CMI,CMI,0.0,0.0,0.0,Illinois Fighting Illini,COU,2025-12-11 00:00:00+00:00,Illinois Fighting Illini,CMH,2025-12-10 00:30:00+00:00
erj_145_ORD_0,trip,CID,CID,0.0,0.0,0.0,Iowa Hawkeyes,DSM,2025-12-12 01:00:00+00:00,Iowa Hawkeyes,DSM,2025-12-11 00:00:00+00:00
erj_145_ORD_0,trip,CID,LWC,235.4,0.94,3634.24,Kansas Jayhawks,RDU,2025-12-13 22:30:00+00:00,Iowa Hawkeyes,DSM,2025-12-12 01:00:00+00:00
erj_145_ORD_0,trip,LWC,ORD,378.2,1.51,5839.76,Northwestern Wildcats,SLC,2025-12-14 21:00:00+00:00,Kansas Jayhawks,RDU,2025-12-13 22:30:00+00:00
erj_145_ORD_0,trip,MSN,MSP,197.6,0.79,3050.57,Minnesota Golden Gophers,DSM,2025-12-21 20:00:00+00:00,Wisconsin Badgers,MKE,2025-12-20 01:00:00+00:00
erj_145_ORD_0,trip,CID,LWC,235.4,0.94,3634.24,Kansas Jayhawks,DSM,2025-12-21 18:00:00+00:00,Iowa Hawkeyes,TEB,2025-12-20 18:30:00+00:00
erj_145_ORD_0,trip,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,DCA,2025-12-21 18:00:00+00:00,Northwestern Wildcats,IND,2025-12-20 21:00:00+00:00
erj_145_ORD_0,trip,LWC,COU,140.5,0.56,2169.04,Missouri Tigers,CPS,2025-12-23 01:00:00+00:00,Kansas Jayhawks,DSM,2025-12-21 18:00:00+00:00
erj_145_ORD_0,trip,MSP,MBS,401.3,1.61,6196.24,Central Michigan Chippewas,MSN,2025-12-23 01:00:00+00:00,Minnesota Golden Gophers,DSM,2025-12-21 20:00:00+00:00
erj_145_ORD_0,trip,LNK,CID,236.0,0.94,3643.38,Iowa Hawkeyes,BMG,2026-01-11 22:00:00+00:00,Nebraska Cornhuskers,BMG,2026-01-10 17:00:00+00:00
erj_145_ORD_0,trip,LAN,LAN,0.0,0.0,0.0,Michigan State Spartans,CID,2026-01-19 01:00:00+00:00,Michigan State Spartans,SEA,2026-01-17 23:00:00+00:00
erj_145_ORD_0,trip,LAN,LAN,0.0,0.0,0.0,Michigan State Spartans,EUG,2026-01-21 02:00:00+00:00,Michigan State Spartans,CID,2026-01-19 01:00:00+00:00
erj_145_ORD_0,trip,LAN,ARB,49.9,0.2,770.72,Michigan Wolverines,EWR,2026-01-22 23:00:00+00:00,Michigan State Spartans,EUG,2026-01-21 02:00:00+00:00
erj_145_ORD_0,trip,ARB,SCE,277.5,1.11,4284.53,Penn State Lady Lions,EUG,2026-01-24 22:00:00+00:00,Michigan Wolverines,EWR,2026-01-22 23:00:00+00:00
erj_145_ORD_0,trip,SCE,SCE,0.0,0.0,0.0,Penn State Nittany Lions,CMH,2026-01-27 00:00:00+00:00,Penn State Lady Lions,EUG,2026-01-24 22:00:00+00:00
erj_145_ORD_0,trip,SCE,MGW,119.3,0.48,1842.03,West Virginia Mountaineers,SLC,2026-01-28 02:00:00+00:00,Penn State Nittany Lions,CMH,2026-01-27 00:00:00+00:00
erj_145_ORD_0,trip,MGW,SCE,119.3,0.48,1842.03,Penn State Nittany Lions,ORD,2026-01-30 01:00:00+00:00,West Virginia Mountaineers,SLC,2026-01-28 02:00:00+00:00
erj_145_ORD_0,trip,SCE,EWR,167.5,0.67,2586.28,Rutgers Scarlet Knights,LAX,2026-02-01 00:00:00+00:00,Penn State Nittany Lions,ORD,2026-01-30 01:00:00+00:00
erj_145_ORD_0,trip,EWR,EWR,0.0,0.0,0.0,Rutgers Scarlet Knights,LAX,2026-02-01 22:00:00+00:00,Rutgers Scarlet Knights,LAX,2026-02-01 00:00:00+00:00
erj_145_ORD_0,trip,EWR,EWR,0.0,0.0,0.0,Rutgers Scarlet Knights,LAX,2026-02-04 02:30:00+00:00,Rutgers Scarlet Knights,LAX,2026-02-01 22:00:00+00:00
erj_145_ORD_0,trip,EWR,EWR,0.0,0.0,0.0,Rutgers Scarlet Knights,LAX,2026-02-05 03:00:00+00:00,Rutgers Scarlet Knights,LAX,2026-02-04 02:30:00+00:00
erj_145_ORD_0,trip,LNK,MSP,288.0,1.15,4446.33,Minnesota Golden Gophers,CID,2026-02-06 00:00:00+00:00,Nebraska Cornhuskers,ARB,2026-02-05 00:00:00+00:00
erj_145_ORD_0,trip,EWR,CMH,401.1,1.6,6192.76,Ohio State Buckeyes,SEA,2026-02-06 02:00:00+00:00,Rutgers Scarlet Knights,LAX,2026-02-05 03:00:00+00:00
erj_145_ORD_0,trip,CID,LNK,236.0,0.94,3643.38,Nebraska Cornhuskers,EWR,2026-02-07 17:00:00+00:00,Iowa Hawkeyes,SEA,2026-02-05 04:10:00+00:00
erj_145_ORD_0,trip,MSP,DSM,201.8,0.81,3115.75,Iowa State Cyclones,SLC,2026-02-08 00:00:00+00:00,Minnesota Golden Gophers,CID,2026-02-06 00:00:00+00:00
erj_145_ORD_0,trip,CMH,LAN,183.5,0.73,2833.1,Michigan State Spartans,SCE,2026-02-07 18:00:00+00:00,Ohio State Buckeyes,SEA,2026-02-06 02:00:00+00:00
erj_145_ORD_0,trip,LNK,MSP,288.0,1.15,4446.33,Minnesota Golden Gophers,EWR,2026-02-08 17:00:00+00:00,Nebraska Cornhuskers,EWR,2026-02-07 17:00:00+00:00
erj_145_ORD_0,trip,LAN,ARB,49.9,0.2,770.72,Michigan Wolverines,CMH,2026-02-08 18:00:00+00:00,Michigan State Spartans,SCE,2026-02-07 18:00:00+00:00
erj_145_ORD_0,trip,MSP,DSM,201.8,0.81,3115.75,Iowa State Cyclones,PVU,2026-02-11 02:00:00+00:00,Minnesota Golden Gophers,EWR,2026-02-08 17:00:00+00:00
erj_145_ORD_0,trip,ARB,MSN,252.8,1.01,3903.64,Wisconsin Badgers,CMI,2026-02-11 01:00:00+00:00,Michigan Wolverines,CMH,2026-02-08 18:00:00+00:00
erj_145_ORD_0,trip,MSN,MSN,0.0,0.0,0.0,Wisconsin Badgers,CMI,2026-02-12 00:00:00+00:00,Wisconsin Badgers,CMI,2026-02-11 01:00:00+00:00
erj_145_ORD_0,trip,DSM,CID,89.7,0.36,1385.32,Iowa Hawkeyes,BWI,2026-02-11 23:00:00+00:00,Iowa State Cyclones,AFW,2026-02-11 02:00:00+00:00
erj_145_ORD_0,trip,MSP,MSP,0.0,0.0,0.0,Minnesota Golden Gophers,MSN,2026-02-15 23:00:00+00:00,Minnesota Golden Gophers,SEA,2026-02-15 02:00:00+00:00
erj_145_ORD_0,trip,MSP,MSP,0.0,0.0,0.0,Minnesota Golden Gophers,EUG,2026-02-18 03:45:00+00:00,Minnesota Golden Gophers,MSN,2026-02-15 23:00:00+00:00
erj_145_ORD_0,trip,MSP,LWC,363.4,1.45,5611.26,Kansas Jayhawks,SWO,2026-02-19 02:00:00+00:00,Minnesota Golden Gophers,EUG,2026-02-18 03:45:00+00:00
erj_145_ORD_0,trip,LWC,CID,235.4,0.94,3634.24,Iowa Hawkeyes,LAF,2026-02-20 00:00:00+00:00,Kansas Jayhawks,SWO,2026-02-19 02:00:00+00:00
erj_145_ORD_0,trip,CID,LWC,235.4,0.94,3634.24,Kansas Jayhawks,MHK,2026-02-21 22:00:00+00:00,Iowa Hawkeyes,LAF,2026-02-20 00:00:00+00:00
erj_145_ORD_0,trip,LWC,CID,235.4,0.94,3634.24,Iowa Hawkeyes,MSN,2026-02-22 21:00:00+00:00,Kansas Jayhawks,MHK,2026-02-21 22:00:00+00:00
erj_145_ORD_0,trip,ARB,ARB,0.0,0.0,0.0,Michigan Wolverines,CID,2026-02-22 17:00:00+00:00,Michigan Wolverines,DCA,2026-02-21 23:30:00+00:00
erj_145_ORD_0,trip,ARB,MGW,232.6,0.93,3591.82,West Virginia Mountaineers,SWO,2026-02-25 00:00:00+00:00,Michigan Wolverines,CID,2026-02-22 17:00:00+00:00
erj_145_ORD_0,trip,CID,MSP,191.5,0.77,2957.36,Minnesota Golden Gophers,ARB,2026-02-25 01:30:00+00:00,Iowa Hawkeyes,MSN,2026-02-22 21:00:00+00:00
erj_145_ORD_0,trip,MGW,BWI,153.3,0.61,2367.24,Maryland Terrapins,LNK,2026-02-26 00:00:00+00:00,West Virginia Mountaineers,SWO,2026-02-25 00:00:00+00:00
erj_145_ORD_0,trip,MSP,MSN,197.6,0.79,3050.57,Wisconsin Badgers,EUG,2026-02-26 04:00:00+00:00,Minnesota Golden Gophers,ARB,2026-02-25 01:30:00+00:00
erj_145_ORD_0,trip,BWI,ARB,370.3,1.48,5717.59,Michigan Wolverines,CMI,2026-02-28 01:00:00+00:00,Maryland Terrapins,LNK,2026-02-26 00:00:00+00:00
erj_145_ORD_0,trip,MSN,CID,129.3,0.52,1995.89,Iowa Hawkeyes,SCE,2026-02-28 17:00:00+00:00,Wisconsin Badgers,EUG,2026-02-26 04:00:00+00:00
erj_145_ORD_0,trip,ARB,SCE,277.5,1.11,4284.53,Penn State Lady Lions,BMG,2026-02-28 19:00:00+00:00,Michigan Wolverines,CMI,2026-02-28 01:00:00+00:00
erj_145_ORD_0,trip,CID,CID,0.0,0.0,0.0,Iowa Hawkeyes,MSN,2026-03-01 20:00:00+00:00,Iowa Hawkeyes,SCE,2026-02-28 17:00:00+00:00
erj_145_ORD_0,trip,SCE,LAN,322.8,1.29,4984.52,Michigan State Spartans,BMG,2026-03-01 20:45:00+00:00,Penn State Lady Lions,BMG,2026-02-28 19:00:00+00:00
erj_145_ORD_0,trip,LWC,DSM,167.5,0.67,2585.78,Iowa State Cyclones,DMA,2026-03-03 02:00:00+00:00,Kansas Jayhawks,DMA,2026-02-28 21:00:00+00:00
erj_145_ORD_0,trip,DSM,LNK,146.3,0.59,2258.24,Nebraska Cornhuskers,LAX,2026-03-04 04:00:00+00:00,Iowa State Cyclones,DMA,2026-03-03 02:00:00+00:00
erj_145_ORD_0,trip,LNK,MSP,288.0,1.15,4446.33,Minnesota Golden Gophers,BMG,2026-03-04 23:30:00+00:00,Nebraska Cornhuskers,LAX,2026-03-04 04:00:00+00:00
erj_145_ORD_0,trip,MHK,CID,279.9,1.12,4321.87,Iowa Hawkeyes,LNK,2026-03-08 21:00:00+00:00,Kansas State Wildcats,LWC,2026-03-07 19:00:00+00:00
erj_145_ORD_1,depot_out,ORD,GRB,150.7,0.6,2327.08,Green Bay Phoenix,LWC,2025-11-04 01:00:00+00:00,,,
erj_145_ORD_1,depot_in,GRB,ORD,150.7,0.6,2327.08,,,,Green Bay Phoenix,LWC,2025-11-04 01:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MDW,13.4,0.05,207.22,UIC Flames,BMG,2025-11-08 00:00:00+00:00,,,
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,MKE,2025-11-08 20:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MSN,94.2,0.38,1454.6,Wisconsin Badgers,MDW,2025-11-20 01:00:00+00:00,,,
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,SLC,2025-11-21 21:00:00+00:00
erj_145_ORD_1,depot_out,ORD,SBN,72.9,0.29,1124.84,Notre Dame Fighting Irish,LAS,2025-11-24 20:30:00+00:00,,,
erj_145_ORD_1,depot_in,MKE,ORD,58.2,0.23,897.93,,,,Marquette Golden Eagles,RSW,2025-11-28 16:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,MSN,2025-12-04 02:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,MSN,2025-12-04 02:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MKE,58.2,0.23,897.93,Marquette Golden Eagles,MSN,2025-12-06 19:00:00+00:00,,,
erj_145_ORD_1,depot_in,MKE,ORD,58.2,0.23,897.93,,,,Marquette Golden Eagles,MSN,2025-12-06 19:00:00+00:00
erj_145_ORD_1,depot_out,ORD,CID,170.1,0.68,2626.05,Iowa Hawkeyes,EWR,2025-12-06 23:00:00+00:00,,,
erj_145_ORD_1,depot_in,CID,ORD,170.1,0.68,2626.05,,,,Iowa Hawkeyes,EWR,2025-12-06 23:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MSP,289.9,1.16,4475.84,Minnesota Golden Gophers,LAF,2025-12-11 00:00:00+00:00,,,
erj_145_ORD_1,depot_in,MSP,ORD,289.9,1.16,4475.84,,,,Minnesota Golden Gophers,LAF,2025-12-11 00:00:00+00:00
erj_145_ORD_1,depot_out,ORD,CID,170.1,0.68,2626.05,Iowa Hawkeyes,DSM,2025-12-11 00:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,MSN,94.2,0.38,1454.6,Wisconsin Badgers,LNK,2025-12-11 02:00:00+00:00,,,
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,LNK,2025-12-11 02:00:00+00:00
erj_145_ORD_1,depot_out,ORD,LAN,154.8,0.62,2390.36,Michigan State Spartans,SCE,2025-12-13 17:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,GRB,150.7,0.6,2327.08,Green Bay Phoenix,SEA,2025-12-13 20:00:00+00:00,,,
erj_145_ORD_1,depot_in,GRB,ORD,150.7,0.6,2327.08,,,,Green Bay Phoenix,SEA,2025-12-13 20:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ARB,185.8,0.74,2869.46,Michigan Wolverines,BWI,2025-12-14 01:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,SLC,2025-12-14 21:00:00+00:00
erj_145_ORD_1,depot_in,LAN,ORD,154.8,0.62,2390.36,,,,Michigan State Spartans,MDW,2025-12-14 22:30:00+00:00
erj_145_ORD_1,depot_in,ALO,ORD,202.7,0.81,3129.82,,,,Northern Iowa Panthers,DSM,2025-12-14 23:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MSN,94.2,0.38,1454.6,Wisconsin Badgers,EWR,2026-01-01 19:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,EUG,2026-01-01 22:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,EUG,2026-01-01 22:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ARB,185.8,0.74,2869.46,Michigan Wolverines,SEA,2026-01-01 23:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,LAN,2026-01-08 23:30:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,LAN,2026-01-08 23:30:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,MSP,2026-01-09 01:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,MSP,2026-01-09 01:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,EWR,2026-01-11 22:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,EWR,2026-01-11 22:00:00+00:00
erj_145_ORD_1,depot_in,CID,ORD,170.1,0.68,2626.05,,,,Iowa Hawkeyes,LAF,2026-01-14 23:30:00+00:00
erj_145_ORD_1,depot_out,ORD,CID,170.1,0.68,2626.05,Iowa Hawkeyes,BMG,2026-01-17 19:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,DSM,259.0,1.04,3998.24,Iowa State Cyclones,LUK,2026-01-17 19:00:00+00:00,,,
erj_145_ORD_1,depot_in,LWC,ORD,378.2,1.51,5839.76,,,,Kansas Jayhawks,PHX,2026-01-17 21:00:00+00:00
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,CMI,2026-01-18 20:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,LAX,2026-01-24 23:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,LAX,2026-01-24 23:00:00+00:00
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,MSP,2026-01-25 20:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MSP,289.9,1.16,4475.84,Minnesota Golden Gophers,SCE,2026-01-28 23:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,LNK,2026-01-29 01:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,LNK,2026-01-29 01:00:00+00:00
erj_145_ORD_1,depot_out,ORD,MSP,289.9,1.16,4475.84,Minnesota Golden Gophers,MSN,2026-01-29 02:00:00+00:00,,,
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,CMH,2026-01-30 01:00:00+00:00
erj_145_ORD_1,depot_in,CID,ORD,170.1,0.68,2626.05,,,,Iowa Hawkeyes,LAX,2026-01-30 02:00:00+00:00
erj_145_ORD_1,depot_out,ORD,DSM,259.0,1.04,3998.24,Iowa State Cyclones,MHK,2026-02-01 19:00:00+00:00,,,
erj_145_ORD_1,depot_in,DSM,ORD,259.0,1.04,3998.24,,,,Iowa State Cyclones,MHK,2026-02-01 19:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,CMI,2026-02-05 02:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,CMI,2026-02-05 02:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,LNK,2026-02-14 18:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,SCE,2026-02-15 21:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,LAN,2026-02-18 23:30:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,LAN,2026-02-18 23:30:00+00:00
erj_145_ORD_1,depot_out,ORD,MSN,94.2,0.38,1454.6,Wisconsin Badgers,LAX,2026-02-22 22:30:00+00:00,,,
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,LAX,2026-02-22 22:30:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,BWI,2026-02-25 23:30:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,BWI,2026-02-25 23:30:00+00:00
erj_145_ORD_1,depot_out,ORD,LNK,404.4,1.62,6243.85,Nebraska Cornhuskers,LAX,2026-02-28 21:00:00+00:00,,,
erj_145_ORD_1,depot_out,ORD,MSN,94.2,0.38,1454.6,Wisconsin Badgers,SEA,2026-02-28 21:00:00+00:00,,,
erj_145_ORD_1,depot_in,MSN,ORD,94.2,0.38,1454.6,,,,Wisconsin Badgers,SEA,2026-02-28 21:00:00+00:00
erj_145_ORD_1,depot_in,MSP,ORD,289.9,1.16,4475.84,,,,Minnesota Golden Gophers,CMI,2026-03-01 19:00:00+00:00
erj_145_ORD_1,depot_out,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,MSP,2026-03-08 02:00:00+00:00,,,
erj_145_ORD_1,depot_in,ORD,ORD,0.0,0.0,0.0,,,,Northwestern Wildcats,MSP,2026-03-08 02:00:00+00:00
erj_145_ORD_1,trip,MDW,MSN,107.4,0.43,1658.35,Wisconsin Badgers,MKE,2025-11-08 20:00:00+00:00,UIC Flames,BMG,2025-11-08 00:00:00+00:00
erj_145_ORD_1,trip,MSN,MSN,0.0,0.0,0.0,Wisconsin Badgers,SLC,2025-11-21 21:00:00+00:00,Wisconsin Badgers,MDW,2025-11-20 01:00:00+00:00
erj_145_ORD_1,trip,SBN,SBN,0.0,0.0,0.0,Notre Dame Fighting Irish,LAS,2025-11-26 20:30:00+00:00,Notre Dame Fighting Irish,LAS,2025-11-24 20:30:00+00:00
erj_145_ORD_1,trip,SBN,MKE,102.2,0.41,1578.27,Marquette Golden Eagles,RSW,2025-11-28 16:00:00+00:00,Notre Dame Fighting Irish,LAS,2025-11-26 20:30:00+00:00
erj_145_ORD_1,trip,CID,CID,0.0,0.0,0.0,Iowa Hawkeyes,DSM,2025-12-12 01:00:00+00:00,Iowa Hawkeyes,DSM,2025-12-11 00:00:00+00:00
erj_145_ORD_1,trip,CID,LNK,236.0,0.94,3643.38,Nebraska Cornhuskers,CMI,2025-12-13 21:00:00+00:00,Iowa Hawkeyes,DSM,2025-12-12 01:00:00+00:00
erj_145_ORD_1,trip,LAN,LAN,0.0,0.0,0.0,Michigan State Spartans,MDW,2025-12-14 22:30:00+00:00,Michigan State Spartans,SCE,2025-12-13 17:00:00+00:00
erj_145_ORD_1,trip,LNK,ALO,220.9,0.88,3410.0,Northern Iowa Panthers,DSM,2025-12-14 23:00:00+00:00,Nebraska Cornhuskers,CMI,2025-12-13 21:00:00+00:00
