tail,arc_type,ferry_origin,ferry_dest,ferry_nm,ferry_hrs,ferry_cost,to_team,to_game_apt,to_game_dt,from_team,from_game_apt,from_game_dt
erj_145_ORD_1,trip,ARB,ORD,185.8,0.74,2869.46,Northwestern Wildcats,SLC,2025-12-14 21:00:00+00:00,Michigan Wolverines,BWI,2025-12-14 01:00:00+00:00
erj_145_ORD_1,trip,MSN,MSP,197.6,0.79,3050.57,Minnesota Golden Gophers,ORD,2026-01-03 22:00:00+00:00,Wisconsin Badgers,EWR,2026-01-01 19:00:00+00:00
erj_145_ORD_1,trip,ARB,CMH,139.1,0.56,2147.05,Ohio State Buckeyes,EWR,2026-01-03 01:00:00+00:00,Michigan Wolverines,SEA,2026-01-01 23:00:00+00:00
erj_145_ORD_1,trip,CMH,SCE,236.1,0.94,3645.08,Penn State Lady Lions,MSN,2026-01-04 21:00:00+00:00,Ohio State Buckeyes,EWR,2026-01-03 01:00:00+00:00
erj_145_ORD_1,trip,MSP,MSP,0.0,0.0,0.0,Minnesota Golden Gophers,ARB,2026-01-05 23:30:00+00:00,Minnesota Golden Gophers,ORD,2026-01-03 22:00:00+00:00
erj_145_ORD_1,trip,SCE,ARB,277.5,1.11,4284.53,Michigan Wolverines,SCE,2026-01-07 00:00:00+00:00,Penn State Lady Lions,MSN,2026-01-04 21:00:00+00:00
erj_145_ORD_1,trip,MSP,DSM,201.8,0.81,3115.75,Iowa State Cyclones,LUK,2026-01-07 23:30:00+00:00,Minnesota Golden Gophers,ARB,2026-01-05 23:30:00+00:00
erj_145_ORD_1,trip,ARB,ARB,0.0,0.0,0.0,Michigan Wolverines,SCE,2026-01-08 23:00:00+00:00,Michigan Wolverines,SCE,2026-01-07 00:00:00+00:00
erj_145_ORD_1,trip,DSM,LAF,311.8,1.25,4813.72,Purdue Boilermakers,MSN,2026-01-09 00:30:00+00:00,Iowa State Cyclones,LUK,2026-01-07 23:30:00+00:00
erj_145_ORD_1,trip,ARB,MSN,252.8,1.01,3903.64,Wisconsin Badgers,ARB,2026-01-10 18:00:00+00:00,Michigan Wolverines,SCE,2026-01-08 23:00:00+00:00
erj_145_ORD_1,trip,LAF,LWC,391.3,1.57,6041.57,Kansas Jayhawks,MGW,2026-01-10 17:00:00+00:00,Purdue Boilermakers,MSN,2026-01-09 00:30:00+00:00
erj_145_ORD_1,trip,LWC,CMI,327.2,1.31,5052.09,Illinois Fighting Illini,SCE,2026-01-11 20:00:00+00:00,Kansas Jayhawks,MGW,2026-01-10 17:00:00+00:00
erj_145_ORD_1,trip,MSN,MSN,0.0,0.0,0.0,Wisconsin Badgers,ARB,2026-01-11 19:00:00+00:00,Wisconsin Badgers,ARB,2026-01-10 18:00:00+00:00
erj_145_ORD_1,trip,MSN,MSN,0.0,0.0,0.0,Wisconsin Badgers,MSP,2026-01-14 00:00:00+00:00,Wisconsin Badgers,ARB,2026-01-11 19:00:00+00:00
erj_145_ORD_1,trip,CMI,BMG,93.7,0.37,1446.33,Indiana Hoosiers,LAN,2026-01-14 00:00:00+00:00,Illinois Fighting Illini,SCE,2026-01-11 20:00:00+00:00
erj_145_ORD_1,trip,BMG,CMI,93.7,0.37,1446.33,Illinois Fighting Illini,ORD,2026-01-15 01:30:00+00:00,Indiana Hoosiers,LAN,2026-01-14 00:00:00+00:00
erj_145_ORD_1,trip,MSN,CID,129.3,0.52,1995.89,Iowa Hawkeyes,LAF,2026-01-14 23:30:00+00:00,Wisconsin Badgers,MSP,2026-01-14 00:00:00+00:00
erj_145_ORD_1,trip,CMI,CMI,0.0,0.0,0.0,Illinois Fighting Illini,ARB,2026-01-16 00:00:00+00:00,Illinois Fighting Illini,ORD,2026-01-15 01:30:00+00:00
erj_145_ORD_1,trip,CMI,LWC,327.2,1.31,5052.09,Kansas Jayhawks,PHX,2026-01-17 21:00:00+00:00,Illinois Fighting Illini,ARB,2026-01-16 00:00:00+00:00
erj_145_ORD_1,trip,CID,ORD,170.1,0.68,2626.05,Northwestern Wildcats,CMI,2026-01-18 20:00:00+00:00,Iowa Hawkeyes,BMG,2026-01-17 19:00:00+00:00
erj_145_ORD_1,trip,DSM,DSM,0.0,0.0,0.0,Iowa State Cyclones,SWO,2026-01-18 18:00:00+00:00,Iowa State Cyclones,LUK,2026-01-17 19:00:00+00:00
erj_145_ORD_1,trip,DSM,LWC,167.5,0.67,2585.78,Kansas Jayhawks,WBU,2026-01-21 04:10:00+00:00,Iowa State Cyclones,SWO,2026-01-18 18:00:00+00:00
erj_145_ORD_1,trip,LWC,LNK,131.1,0.52,2023.81,Nebraska Cornhuskers,MSN,2026-01-22 00:30:00+00:00,Kansas Jayhawks,WBU,2026-01-21 04:10:00+00:00
erj_145_ORD_1,trip,LNK,MSN,358.6,1.43,5537.53,Wisconsin Badgers,SCE,2026-01-23 00:00:00+00:00,Nebraska Cornhuskers,MSN,2026-01-22 00:30:00+00:00
erj_145_ORD_1,trip,MSN,DSM,214.5,0.86,3312.47,Iowa State Cyclones,SWO,2026-01-24 20:00:00+00:00,Wisconsin Badgers,SCE,2026-01-23 00:00:00+00:00
erj_145_ORD_1,trip,DSM,MSN,214.5,0.86,3312.47,Wisconsin Badgers,MSP,2026-01-25 20:00:00+00:00,Iowa State Cyclones,SWO,2026-01-24 20:00:00+00:00
erj_145_ORD_1,trip,MSP,MSN,197.6,0.79,3050.57,Wisconsin Badgers,CMH,2026-01-30 01:00:00+00:00,Minnesota Golden Gophers,SCE,2026-01-28 23:00:00+00:00
erj_145_ORD_1,trip,MSP,CID,191.5,0.77,2957.36,Iowa Hawkeyes,LAX,2026-01-30 02:00:00+00:00,Minnesota Golden Gophers,MSN,2026-01-29 02:00:00+00:00
erj_145_ORD_1,trip,ORD,ORD,0.0,0.0,0.0,Northwestern Wildcats,SCE,2026-02-15 21:00:00+00:00,Northwestern Wildcats,LNK,2026-02-14 18:00:00+00:00
erj_145_ORD_1,trip,LNK,MSP,288.0,1.15,4446.33,Minnesota Golden Gophers,CMI,2026-03-01 19:00:00+00:00,Nebraska Cornhuskers,LAX,2026-02-28 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,MFE,408.3,1.63,6304.78,UT Rio Grande Valley Vaqueros,ACT,2025-11-04 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,MFE,DFW,408.3,1.63,6304.78,,,,UT Rio Grande Valley Vaqueros,ACT,2025-11-04 01:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HNL,3283.6,13.13,50698.26,Hawai'i Rainbow Warriors,EUG,2025-11-05 03:30:00+00:00,,,
erj_145_DFW_0,depot_in,HNL,DFW,3283.6,13.13,50698.26,,,,Hawai'i Rainbow Warriors,EUG,2025-11-05 03:30:00+00:00
erj_145_DFW_0,depot_out,DFW,ABQ,493.4,1.97,7618.29,New Mexico Lobos,WBU,2025-11-07 01:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LWC,377.6,1.51,5830.27,Kansas Jayhawks,RDU,2025-11-08 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,DAL,2025-11-08 22:00:00+00:00
erj_145_DFW_0,depot_out,DFW,CLL,142.8,0.57,2204.77,Texas A&M Aggies,SWO,2025-11-09 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,USC Trojans,CLT,2025-11-09 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,CLT,2025-11-09 20:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,ACT,2025-11-10 01:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,ACT,2025-11-10 01:30:00+00:00,,,
erj_145_DFW_0,depot_in,MSO,DFW,1146.2,4.58,17698.09,,,,Montana Lady Griz,SEA,2025-11-11 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,CMI,2025-11-12 01:30:00+00:00,,,
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,LOU,2025-11-13 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,OAK,1263.2,5.05,19504.51,California Golden Bears,MHK,2025-11-14 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,OAK,DFW,1263.2,5.05,19504.51,,,,California Golden Bears,MHK,2025-11-14 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,SAN,2025-11-14 02:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,HHR,2025-11-15 03:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,HHR,2025-11-15 03:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,PUW,2025-11-15 04:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SFF,1277.5,5.11,19725.3,Gonzaga Bulldogs,PHX,2025-11-15 04:00:00+00:00,,,
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,SLC,2025-11-15 21:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,SLC,2025-11-15 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,BNH,2025-11-16 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,BNH,2025-11-16 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,RDU,2025-11-16 18:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,RDU,2025-11-16 18:00:00+00:00
erj_145_DFW_0,depot_in,CLL,DFW,142.8,0.57,2204.77,,,,Texas A&M Aggies,MHK,2025-11-16 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,BHM,2025-11-16 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,SJC,2025-11-16 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,PDX,1402.3,5.61,21651.44,Portland Pilots,LAX,2025-11-19 03:00:00+00:00,,,
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,PUW,2025-11-20 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,HFD,2025-11-20 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,MSO,2025-11-20 02:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,MFE,2025-11-21 00:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,HNL,2025-11-21 04:59:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,NAS,2025-11-22 02:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,OGG,2025-11-25 04:43:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,DAL,2025-11-25 19:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,HHI,2025-11-26 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,LAS,2025-11-26 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,OGG,2025-11-26 19:30:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,USC Trojans,OGG,2025-11-26 19:30:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,SAN,2025-11-27 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,SAN,2025-11-27 20:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,DAL,2025-11-27 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,SJC,DFW,1247.4,4.99,19260.23,,,,Stanford Cardinal,PSP,2025-11-28 02:30:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowboys,MDW,2025-11-28 03:51:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,GCM,2025-11-28 16:00:00+00:00
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,NAS,2025-11-28 18:30:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,PSP,2025-11-28 21:30:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,GCM,2025-11-29 16:00:00+00:00
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,SPB,2025-11-29 17:00:00+00:00
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,MSO,2025-11-29 21:00:00+00:00
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,MGM,2025-11-30 20:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,USC Trojans,EUG,2025-12-03 03:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,OAK,2025-12-03 03:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowgirls,AFW,2025-12-04 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,AFW,2025-12-04 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LWC,377.6,1.51,5830.27,Kansas Jayhawks,ORD,2025-12-04 01:00:00+00:00,,,
erj_145_DFW_0,depot_in,LWC,DFW,377.6,1.51,5830.27,,,,Kansas Jayhawks,ORD,2025-12-04 01:00:00+00:00
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,SEA,2025-12-04 04:00:00+00:00
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,MEM,2025-12-06 21:30:00+00:00,,,
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,MEM,2025-12-06 21:30:00+00:00
erj_145_DFW_0,depot_out,DFW,SEA,1440.7,5.76,22244.46,Washington Huskies,LAX,2025-12-06 23:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,LAX,2025-12-06 23:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,PHX,2025-12-07 00:30:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowboys,PHX,2025-12-07 00:30:00+00:00
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,LAX,2025-12-07 20:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,LAX,2025-12-08 01:00:00+00:00
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,SCE,2025-12-10 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,SCE,2025-12-10 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,SCE,2025-12-10 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,USC Trojans,SAN,2025-12-10 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,SAN,DFW,1015.4,4.06,15677.03,,,,San Diego Toreros,MSN,2025-12-10 17:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,PUW,2025-12-13 02:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,DAL,2025-12-13 17:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LAS,915.1,3.66,14129.65,UNLV Lady Rebels,LUK,2025-12-13 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,LAS,DFW,915.1,3.66,14129.65,,,,UNLV Lady Rebels,LUK,2025-12-13 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,OMA,2025-12-13 20:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,BLD,2025-12-14 00:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,ABQ,2025-12-14 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,BHM,2025-12-14 02:30:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,SEA,2025-12-14 04:45:00+00:00,,,
erj_145_DFW_0,depot_in,LAX,DFW,1070.8,4.28,16533.59,,,,UCLA Bruins,SEA,2025-12-14 04:45:00+00:00
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,AFW,2025-12-14 18:00:00+00:00
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,North Texas Mean Green,CMI,2025-12-14 20:00:00+00:00
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,OMA,2025-12-14 20:30:00+00:00
erj_145_DFW_0,depot_out,DFW,PUW,1237.5,4.95,19106.74,Washington State Cougars,LAX,2025-12-15 00:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SCK,1218.0,4.87,18806.32,Pacific Tigers,PVU,2025-12-17 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,LAX,2025-12-18 03:45:00+00:00
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,LAX,2025-12-18 03:45:00+00:00,,,
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,LAX,2025-12-18 03:45:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,ORL,2025-12-20 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,AFW,2025-12-20 22:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,EWR,2025-12-20 22:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Red Raiders,TEB,2025-12-21 01:10:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,MGW,2025-12-21 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowgirls,LUK,2025-12-21 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,LUK,2025-12-21 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon State Beavers,PHX,2025-12-21 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon State Beavers,PHX,2025-12-21 20:00:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,SCK,2025-12-21 21:00:00+00:00
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,ACT,2025-12-21 21:00:00+00:00
erj_145_DFW_0,depot_in,EUG,DFW,1393.6,5.57,21517.58,,,,Oregon Ducks,SFO,2025-12-21 23:00:00+00:00
erj_145_DFW_0,depot_in,WBU,DFW,582.7,2.33,8997.23,,,,Colorado Buffaloes,PHX,2025-12-22 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,USC Trojans,SFO,2025-12-22 01:30:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,DMA,2025-12-22 19:00:00+00:00
erj_145_DFW_0,depot_in,SAN,DFW,1015.4,4.06,15677.03,,,,San Diego Toreros,SEA,2025-12-23 03:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LAX,1070.8,4.28,16533.59,UCLA Bruins,CMH,2025-12-28 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,SEA,2025-12-30 04:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,SEA,2025-12-30 04:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,SEA,2025-12-30 04:00:00+00:00
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,SWO,2025-12-31 20:00:00+00:00,,,
erj_145_DFW_0,depot_in,ACT,DFW,77.8,0.31,1201.21,,,,Baylor Bears,SWO,2025-12-31 20:00:00+00:00
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,SLC,2025-12-31 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,PVU,2026-01-01 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,PVU,2026-01-01 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,WBU,2026-01-01 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,WBU,2026-01-01 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,EUG,1393.6,5.57,21517.58,Oregon Ducks,BWI,2026-01-03 00:30:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,SWO,196.1,0.78,3027.26,Oklahoma State Cowboys,LBB,2026-01-03 18:00:00+00:00,,,
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowboys,LBB,2026-01-03 18:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,MHK,2026-01-03 18:30:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,BYU Cougars,MHK,2026-01-03 18:30:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,LUK,2026-01-03 19:00:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,LUK,2026-01-03 19:00:00+00:00
erj_145_DFW_0,depot_out,DFW,ACT,77.8,0.31,1201.21,Baylor Bears,AFW,2026-01-03 19:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,SLC,2026-01-03 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,SLC,2026-01-03 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,SWO,2026-01-03 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,SWO,2026-01-03 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,PHX,752.3,3.01,11615.82,Arizona State Sun Devils,PVU,2026-01-03 21:00:00+00:00,,,
erj_145_DFW_0,depot_in,PHX,DFW,752.3,3.01,11615.82,,,,Arizona State Sun Devils,PVU,2026-01-03 21:00:00+00:00
erj_145_DFW_0,depot_out,DFW,WBU,582.7,2.33,8997.23,Colorado Buffaloes,PHX,2026-01-03 22:10:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,DMA,701.7,2.81,10834.2,Arizona Wildcats,LBB,2026-01-04 00:00:00+00:00,,,
erj_145_DFW_0,depot_in,DMA,DFW,701.7,2.81,10834.2,,,,Arizona Wildcats,LBB,2026-01-04 00:00:00+00:00
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,SLC,2026-01-04 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,AFW,DFW,15.3,0.06,235.55,,,,TCU Horned Frogs,SLC,2026-01-04 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,BYU Cougars,DMA,2026-01-07 01:00:00+00:00,,,
erj_145_DFW_0,depot_out,DFW,AFW,15.3,0.06,235.55,TCU Horned Frogs,LWC,2026-01-07 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,LBB,DFW,244.5,0.98,3775.46,,,,Texas Tech Lady Raiders,MGW,2026-01-08 00:00:00+00:00
erj_145_DFW_0,depot_in,SWO,DFW,196.1,0.78,3027.26,,,,Oklahoma State Cowgirls,AFW,2026-01-08 00:30:00+00:00
erj_145_DFW_0,depot_out,DFW,MHK,375.3,1.5,5795.05,Kansas State Wildcats,HOU,2026-01-08 00:30:00+00:00,,,
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,HOU,2026-01-08 00:30:00+00:00
erj_145_DFW_0,depot_in,SEA,DFW,1440.7,5.76,22244.46,,,,Washington Huskies,LAF,2026-01-08 01:30:00+00:00
erj_145_DFW_0,depot_in,MHK,DFW,375.3,1.5,5795.05,,,,Kansas State Wildcats,DMA,2026-01-08 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,SLC,858.3,3.43,13252.61,Utah Utes,WBU,2026-01-08 02:00:00+00:00,,,
erj_145_DFW_0,depot_in,SLC,DFW,858.3,3.43,13252.61,,,,Utah Utes,WBU,2026-01-08 02:00:00+00:00
erj_145_DFW_0,depot_out,DFW,HOU,215.1,0.86,3321.38,Houston Cougars,ACT,2026-01-10 18:00:00+00:00,,,
erj_145_DFW_0,depot_in,HOU,DFW,215.1,0.86,3321.38,,,,Houston Cougars,ACT,2026-01-10 18:00:00+00:00
erj_145_DFW_0,depot_out,DFW,LBB,244.5,0.98,3775.46,Texas Tech Lady Raiders,LUK,2026-01-10 19:00:00+00:00,,,
